price,Наличие,Поколение,Год выпуска,Пробег,Кузов,Цвет,Двигатель,Комплектация,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Обмен,Владение,Запас хода,VIN,Госномер,Гарантия
1055000,Вналичии,IРестайлинг,2007,321000км,внедорожник5дв.,серебристый,3.2л/238л.с./Бензин,1опция,17850₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,12лети2месяца,,YV1**************,******|190,
1759000,Вналичии,IV(WK2),2012,237208км,внедорожник5дв.,белый,3.6л/286л.с./Бензин,Limited,42900₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,1C4**************,,
1390000,Вналичии,IРестайлинг2,2015,150523км,внедорожник5дв.,чёрный,2.4л/167л.с./Бензин,LT5мест,8350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
495000,Вналичии,I(BK)Рестайлинг,2008,283145км,седан,синий,1.6л/105л.с./Бензин,Base,2205₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,JMZ**************,******|69,
4200000,Вналичии,II(FY),2019,78600км,внедорожник5дв.,серый,2.0л/249л.с./Бензин,45TFSIquattroStronic,18675₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,WAU**************,******|799,
1049000,Вналичии,II,2008,170000км,внедорожник5дв.,серый,2.2л/150л.с./Дизель,GLSBM122402Ef,5250₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1890000,Вналичии,IIIРестайлинг,2017,272095км,внедорожник5дв.,белый,2.4л/171л.с./Бензин,High-Tech,8550₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
997000,Вналичии,IРестайлинг,2014,171173км,седан,серебристый,1.4л/107л.с./Бензин,Comfort,2996₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,Z94**************,,
75000,Вналичии,IV(B3),1987,200000км,седан,красный,1.8л/75л.с./Бензин,1опция,740₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,,,,WAU**************,******|790,
550000,Вналичии,,1994,339280км,седан,синий,2.3л/225л.с./Бензин,1опция,16200₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,YV1**************,******|797,
16900000,Вналичии,,2024,11км,купе,чёрный,3.0л/449л.с./Бензин,AMGCLE534matic+,67350₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2290000,Вналичии,III(F55/F56)Рестайлинг,2018,106000км,хэтчбек3дв.,синий,2.0л/192л.с./Бензин,CooperS,9600₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
20900000,Вналичии,II(V167)Рестайлинг,2024,68км,внедорожник5дв.,белый,4.0л/612л.с./Бензин,GLE63S4MATIC+,275400₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,,,,
880000,Вналичии,IРестайлинг,2007,240000км,внедорожник5дв.,серый,3.0л/224л.с./Дизель,1опция,16128₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
2090000,Вналичии,T5Рестайлинг,2010,353787км,минивэн,чёрный,2.0л/102л.с./Дизель,37опций,2856₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,4годаи8месяцев,,,,
48800000,Впути,III(W447)Рестайлинг2,2024,25км,минивэн,чёрный,2.0л/237л.с./Дизель,8опций,17700₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,9месяцев,,,,
46900000,Вналичии,III(W447)Рестайлинг2,2023,25км,минивэн,чёрный,2.0л/237л.с./Дизель,9опций,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,9месяцев,,,,
2149000,Вналичии,,2023,8757км,пикапдвойнаякабина,красный,2.0л/136л.с./Дизель,30опций,,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,RUN**************,,Дофевраля2027
1049000,Вналичии,IРестайлинг,2009,238000км,внедорожник5дв.,чёрный,3.0л/240л.с./Дизель,V63.0TDI,17925₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1700000,Вналичии,,2018,138000км,минивэн,белый,1.5л/110л.с./Дизель,38опций,3080₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,3годаи4месяца,,VSK**************,,
1399000,Вналичии,III(D10),2017,82100км,внедорожник5дв.,серый,2.0л/143л.с./Бензин,1опция,5005₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
5900000,Назаказ,,2025,1км,седан,серый,673л.с./495кВт/Электро,Max,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,800км,,,
150000,Вналичии,,2006,272000км,седан,серебристый,1.5л/79л.с./Бензин,1опция,790₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,XTA**************,******|56,
970000,Вналичии,B7,2011,234000км,седан,белый,1.8л/152л.с./Бензин,Highline,7448₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,WVW**************,******|190,
950000,Вналичии,III,2013,85300км,хэтчбек5дв.,голубой,1.6л/123л.с./Бензин,1опция,4182₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,Z94**************,******|797,
7997000,Вналичии,V,2022,34121км,внедорожник5дв.,чёрный,2.5л/250л.с./Гибрид,Luxury,47850₽/год,вариатор,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1799000,Вналичии,IРестайлинг,2014,130157км,внедорожник5дв.,бежевый,2.4л/181л.с./Дизель,1опция,9000₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
850000,Вналичии,IРестайлинг,2008,96684км,хэтчбек5дв.,голубой,1.3л/83л.с./Бензин,Sport,1079₽/год,вариатор,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,13лети10месяцев,,JHM**************,******|197,
6450000,Вналичии,,2024,30км,седан,зелёный,673л.с./495кВт/Электро,Max,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,800км,,,
7120000,Вналичии,200SeriesРестайлинг2,2016,172000км,внедорожник5дв.,чёрный,4.6л/309л.с./Бензин,ExecutiveBlack,46350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,1годи7месяцев,,JTM**************,******|125,
30000000,Вналичии,I,2021,46754км,внедорожник5дв.,оранжевый,4.0л/650л.с./Бензин,Individual,292050₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2390000,Вналичии,II,2021,25081км,внедорожник5дв.,серый,1.6л/123л.с./Бензин,Family+Ultra+Light,3416₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2200000,Вналичии,I(X164)Рестайлинг,2011,274000км,внедорожник5дв.,серый,3.0л/224л.с./Дизель,35опций,16800₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,3годаи8месяцев,,WDC**************,******|790,
5730000,Вналичии,I,2019,89758км,внедорожник5дв.,серый,3.0л/300л.с./Дизель,R-DynamicS,45000₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
1350000,Вналичии,III(A7),2015,189706км,лифтбек,белый,1.4л/150л.с./Бензин,Style,5250₽/год,роботизированная,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1650000,Вналичии,I,2017,75957км,внедорожник5дв.,серый,2.0л/150л.с./Бензин,1опция,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Дубликат,Растаможен,Рассмотрюварианты,,,Z94**************,******|777,
1055000,Вналичии,IРестайлинг,2007,321000км,внедорожник5дв.,серебристый,3.2л/238л.с./Бензин,1опция,17850₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,12лети2месяца,,YV1**************,******|190,
1759000,Вналичии,IV(WK2),2012,237208км,внедорожник5дв.,белый,3.6л/286л.с./Бензин,Limited,42900₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,1C4**************,,
1390000,Вналичии,IРестайлинг2,2015,150523км,внедорожник5дв.,чёрный,2.4л/167л.с./Бензин,LT5мест,8350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
495000,Вналичии,I(BK)Рестайлинг,2008,283145км,седан,синий,1.6л/105л.с./Бензин,Base,2205₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,JMZ**************,******|69,
4200000,Вналичии,II(FY),2019,78600км,внедорожник5дв.,серый,2.0л/249л.с./Бензин,45TFSIquattroStronic,18675₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,WAU**************,******|799,
1049000,Вналичии,II,2008,170000км,внедорожник5дв.,серый,2.2л/150л.с./Дизель,GLSBM122402Ef,5250₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1890000,Вналичии,IIIРестайлинг,2017,272095км,внедорожник5дв.,белый,2.4л/171л.с./Бензин,High-Tech,8550₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
997000,Вналичии,IРестайлинг,2014,171173км,седан,серебристый,1.4л/107л.с./Бензин,Comfort,2996₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,Z94**************,,
550000,Вналичии,,1994,339280км,седан,синий,2.3л/225л.с./Бензин,1опция,16200₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,YV1**************,******|797,
16900000,Вналичии,,2024,11км,купе,чёрный,3.0л/449л.с./Бензин,AMGCLE534matic+,67350₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2290000,Вналичии,III(F55/F56)Рестайлинг,2018,106000км,хэтчбек3дв.,синий,2.0л/192л.с./Бензин,CooperS,9600₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
20900000,Вналичии,II(V167)Рестайлинг,2024,68км,внедорожник5дв.,белый,4.0л/612л.с./Бензин,GLE63S4MATIC+,275400₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,,,,
880000,Вналичии,IРестайлинг,2007,240000км,внедорожник5дв.,серый,3.0л/224л.с./Дизель,1опция,16128₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
2197000,Вналичии,IIIРестайлинг,2018,70000км,внедорожник5дв.,серебристый,2.0л/150л.с./Бензин,Lifestyle,5250₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3600000,Вналичии,II(F48)Рестайлинг,2019,55500км,внедорожник5дв.,чёрный,2.0л/150л.с./Дизель,xDrive18dMSport,5250₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
13900000,Вналичии,IV(G05/G18)Рестайлинг,2024,50км,внедорожник5дв.,чёрный,3.0л/286л.с./Дизель,1опция,42900₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
48800000,Впути,III(W447)Рестайлинг2,2024,25км,минивэн,чёрный,2.0л/237л.с./Дизель,8опций,17700₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,9месяцев,,,,
46900000,Вналичии,III(W447)Рестайлинг2,2023,25км,минивэн,чёрный,2.0л/237л.с./Дизель,9опций,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,9месяцев,,,,
2149000,Вналичии,,2023,8757км,пикапдвойнаякабина,красный,2.0л/136л.с./Дизель,30опций,,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,RUN**************,,Дофевраля2027
1049000,Вналичии,IРестайлинг,2009,238000км,внедорожник5дв.,чёрный,3.0л/240л.с./Дизель,V63.0TDI,17925₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1700000,Вналичии,,2018,138000км,минивэн,белый,1.5л/110л.с./Дизель,38опций,3080₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,3годаи4месяца,,VSK**************,,
1399000,Вналичии,III(D10),2017,82100км,внедорожник5дв.,серый,2.0л/143л.с./Бензин,1опция,5005₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
5900000,Назаказ,,2025,1км,седан,серый,673л.с./495кВт/Электро,Max,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,800км,,,
150000,Вналичии,,2006,272000км,седан,серебристый,1.5л/79л.с./Бензин,1опция,790₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,XTA**************,******|56,
970000,Вналичии,B7,2011,234000км,седан,белый,1.8л/152л.с./Бензин,Highline,7448₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,WVW**************,******|190,
950000,Вналичии,III,2013,85300км,хэтчбек5дв.,голубой,1.6л/123л.с./Бензин,1опция,4182₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,Z94**************,******|797,
7997000,Вналичии,V,2022,34121км,внедорожник5дв.,чёрный,2.5л/250л.с./Гибрид,Luxury,47850₽/год,вариатор,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1799000,Вналичии,IРестайлинг,2014,130157км,внедорожник5дв.,бежевый,2.4л/181л.с./Дизель,1опция,9000₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
850000,Вналичии,IРестайлинг,2008,96684км,хэтчбек5дв.,голубой,1.3л/83л.с./Бензин,Sport,1079₽/год,вариатор,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,13лети10месяцев,,JHM**************,******|197,
6450000,Вналичии,,2024,30км,седан,зелёный,673л.с./495кВт/Электро,Max,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,800км,,,
4600000,Вналичии,I,2020,51044км,внедорожник5дв.,чёрный,2.2л/200л.с./Дизель,83опции,10000₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,KMH**************,,
7120000,Вналичии,200SeriesРестайлинг2,2016,172000км,внедорожник5дв.,чёрный,4.6л/309л.с./Бензин,ExecutiveBlack,46350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,1годи7месяцев,,JTM**************,******|125,
30000000,Вналичии,I,2021,46754км,внедорожник5дв.,оранжевый,4.0л/650л.с./Бензин,Individual,292050₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2200000,Вналичии,I(X164)Рестайлинг,2011,274000км,внедорожник5дв.,серый,3.0л/224л.с./Дизель,35опций,16800₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,3годаи8месяцев,,WDC**************,******|790,
5730000,Вналичии,I,2019,89758км,внедорожник5дв.,серый,3.0л/300л.с./Дизель,R-DynamicS,45000₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
1350000,Вналичии,III(A7),2015,189706км,лифтбек,белый,1.4л/150л.с./Бензин,Style,5250₽/год,роботизированная,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1500000,Вналичии,IIIРестайлинг,2011,240517км,внедорожник5дв.,чёрный,2.0л/150л.с./Бензин,Elegance,3750₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,SHS**************,******|40,
1650000,Вналичии,I,2017,75957км,внедорожник5дв.,серый,2.0л/150л.с./Бензин,1опция,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Дубликат,Растаможен,Рассмотрюварианты,,,Z94**************,******|777,
1055000,Вналичии,IРестайлинг,2007,321000км,внедорожник5дв.,серебристый,3.2л/238л.с./Бензин,1опция,17850₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,12лети2месяца,,YV1**************,******|190,
1759000,Вналичии,IV(WK2),2012,237208км,внедорожник5дв.,белый,3.6л/286л.с./Бензин,Limited,42900₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,1C4**************,,
1390000,Вналичии,IРестайлинг2,2015,150523км,внедорожник5дв.,чёрный,2.4л/167л.с./Бензин,LT5мест,8350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
4200000,Вналичии,II(FY),2019,78600км,внедорожник5дв.,серый,2.0л/249л.с./Бензин,45TFSIquattroStronic,18675₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,WAU**************,******|799,
1049000,Вналичии,II,2008,170000км,внедорожник5дв.,серый,2.2л/150л.с./Дизель,GLSBM122402Ef,5250₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1890000,Вналичии,IIIРестайлинг,2017,272095км,внедорожник5дв.,белый,2.4л/171л.с./Бензин,High-Tech,8550₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
997000,Вналичии,IРестайлинг,2014,171173км,седан,серебристый,1.4л/107л.с./Бензин,Comfort,2996₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,Z94**************,,
75000,Вналичии,IV(B3),1987,200000км,седан,красный,1.8л/75л.с./Бензин,1опция,740₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,,,,WAU**************,******|790,
550000,Вналичии,,1994,339280км,седан,синий,2.3л/225л.с./Бензин,1опция,16200₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,YV1**************,******|797,
495000,Вналичии,I(BK)Рестайлинг,2008,283145км,седан,синий,1.6л/105л.с./Бензин,Base,2205₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,JMZ**************,******|69,
16900000,Вналичии,,2024,11км,купе,чёрный,3.0л/449л.с./Бензин,AMGCLE534matic+,67350₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2290000,Вналичии,III(F55/F56)Рестайлинг,2018,106000км,хэтчбек3дв.,синий,2.0л/192л.с./Бензин,CooperS,9600₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
20900000,Вналичии,II(V167)Рестайлинг,2024,68км,внедорожник5дв.,белый,4.0л/612л.с./Бензин,GLE63S4MATIC+,275400₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,,,,
880000,Вналичии,IРестайлинг,2007,240000км,внедорожник5дв.,серый,3.0л/224л.с./Дизель,1опция,16128₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
6777000,Вналичии,II(4M)Рестайлинг,2021,127110км,внедорожник5дв.,чёрный,3.0л/249л.с./Дизель,Sport45TDIquattrotiptronic,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,3годаи8месяцев,,,,
48800000,Впути,III(W447)Рестайлинг2,2024,25км,минивэн,чёрный,2.0л/237л.с./Дизель,8опций,17700₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,9месяцев,,,,
46900000,Вналичии,III(W447)Рестайлинг2,2023,25км,минивэн,чёрный,2.0л/237л.с./Дизель,9опций,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,9месяцев,,,,
2149000,Вналичии,,2023,8757км,пикапдвойнаякабина,красный,2.0л/136л.с./Дизель,30опций,,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,RUN**************,,Дофевраля2027
1049000,Вналичии,IРестайлинг,2009,238000км,внедорожник5дв.,чёрный,3.0л/240л.с./Дизель,V63.0TDI,17925₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1399000,Вналичии,III(D10),2017,82100км,внедорожник5дв.,серый,2.0л/143л.с./Бензин,1опция,5005₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
5900000,Назаказ,,2025,1км,седан,серый,673л.с./495кВт/Электро,Max,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,800км,,,
150000,Вналичии,,2006,272000км,седан,серебристый,1.5л/79л.с./Бензин,1опция,790₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,XTA**************,******|56,
970000,Вналичии,B7,2011,234000км,седан,белый,1.8л/152л.с./Бензин,Highline,7448₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,WVW**************,******|190,
950000,Вналичии,III,2013,85300км,хэтчбек5дв.,голубой,1.6л/123л.с./Бензин,1опция,4182₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,Z94**************,******|797,
7997000,Вналичии,V,2022,34121км,внедорожник5дв.,чёрный,2.5л/250л.с./Гибрид,Luxury,47850₽/год,вариатор,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1799000,Вналичии,IРестайлинг,2014,130157км,внедорожник5дв.,бежевый,2.4л/181л.с./Дизель,1опция,9000₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
850000,Вналичии,IРестайлинг,2008,96684км,хэтчбек5дв.,голубой,1.3л/83л.с./Бензин,Sport,1079₽/год,вариатор,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,13лети10месяцев,,JHM**************,******|197,
6450000,Вналичии,,2024,30км,седан,зелёный,673л.с./495кВт/Электро,Max,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,800км,,,
30000000,Вналичии,I,2021,46754км,внедорожник5дв.,оранжевый,4.0л/650л.с./Бензин,Individual,292050₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2390000,Вналичии,II,2021,25081км,внедорожник5дв.,серый,1.6л/123л.с./Бензин,Family+Ultra+Light,3416₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2200000,Вналичии,I(X164)Рестайлинг,2011,274000км,внедорожник5дв.,серый,3.0л/224л.с./Дизель,35опций,16800₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,3годаи8месяцев,,WDC**************,******|790,
5730000,Вналичии,I,2019,89758км,внедорожник5дв.,серый,3.0л/300л.с./Дизель,R-DynamicS,45000₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
1350000,Вналичии,III(A7),2015,189706км,лифтбек,белый,1.4л/150л.с./Бензин,Style,5250₽/год,роботизированная,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1650000,Вналичии,I,2017,75957км,внедорожник5дв.,серый,2.0л/150л.с./Бензин,1опция,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Дубликат,Растаможен,Рассмотрюварианты,,,Z94**************,******|777,
1055000,Вналичии,IРестайлинг,2007,321000км,внедорожник5дв.,серебристый,3.2л/238л.с./Бензин,1опция,17850₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,12лети2месяца,,YV1**************,******|190,
1759000,Вналичии,IV(WK2),2012,237208км,внедорожник5дв.,белый,3.6л/286л.с./Бензин,Limited,42900₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,1C4**************,,
1390000,Вналичии,IРестайлинг2,2015,150523км,внедорожник5дв.,чёрный,2.4л/167л.с./Бензин,LT5мест,8350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
495000,Вналичии,I(BK)Рестайлинг,2008,283145км,седан,синий,1.6л/105л.с./Бензин,Base,2205₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,JMZ**************,******|69,
4200000,Вналичии,II(FY),2019,78600км,внедорожник5дв.,серый,2.0л/249л.с./Бензин,45TFSIquattroStronic,18675₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,WAU**************,******|799,
730000,Вналичии,III(P12),2007,101000км,седан,бежевый,2.0л/140л.с./Бензин,47опций,2940₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,17лети4месяца,,,,
1049000,Вналичии,II,2008,170000км,внедорожник5дв.,серый,2.2л/150л.с./Дизель,GLSBM122402Ef,5250₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1890000,Вналичии,IIIРестайлинг,2017,272095км,внедорожник5дв.,белый,2.4л/171л.с./Бензин,High-Tech,8550₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
997000,Вналичии,IРестайлинг,2014,171173км,седан,серебристый,1.4л/107л.с./Бензин,Comfort,2996₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,Z94**************,,
550000,Вналичии,,1994,339280км,седан,синий,2.3л/225л.с./Бензин,1опция,16200₽/год,механическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,YV1**************,******|797,
